place_id,name,address,latitude,longitude
"ChIJq0eY3OOy4TsRwROxLhGrcAc","Jio-bp","opposite Gate No 3, Survey No 195/A/1, Hazira Complex Surat Hazira Road, opposite Gate No 3, Bhata, Mora, Surat","21.180446","72.679437"
"ChIJr5tjqbiy4TsRwQZv6EvhAjA","Reliance","India","21.162354","72.6922415"
"ChIJE4SeWs6y4TsRfDyy2I-7X7Q","Diesel Station","5PF2+2JX, Hazira INA, Limla","21.1726212","72.7016153"
"ChIJA1OpOWhS4DsRiIk4y4QxOhY","Hindustan Petroleum Corporation Limited","Survey No 386/P NH 53, Hazira, Palsana Rd, Magdalla, Abhva","21.125551","72.771321"
"ChIJOR7q2qdR4DsRh-a_a8ToseY","IndianOil","Ground Floor Sonari, Bonandh, Surat","21.110613","72.838146"
"ChIJw4_OfwBT4DsRLTgbLjriVJI","MANIPAL PETROLEUM","4QJW+QC2, Surat","21.131885","72.7960066"
"ChIJn-xR2whT4DsRNN8YoJ3WLxQ","Nayara Petrol Pump - Somiba Fuel","Althan - Sarsana Road, Surat","21.1343142","72.7977792"
"ChIJsfz_cwBT4DsRMPpsnqgKo4o","Bharat petroleum Prithvi Pal","SMC Garden, Govindaji Sport Complex, Surat","21.1368113","72.79875419999999"
"ChIJxVx7LlJT4DsRhper7fTfoS0","IndianOil","R S No 88, Bhimrad Majura, Jeevkar Nagar, Althan, Surat","21.1368699","72.7993501"
"ChIJy2AG4u3xrzsR6dG5z_NPThc","IndianOil","Survey No 149 Block, 195, Althan - Sarsana Road, Surat","21.1408056","72.8010008"
"ChIJmROeUXxT4DsRWqI1pcqWgsI","Daruwala Diesel Pump","4QGC+79J, Vesu, Surat","21.12570909999999","72.770884"
"ChIJ6bhLBm5T4DsRvtD62S25KvQ","IndianOil","Block No 217, B BHARTHANA, Tp No 13, Vesu, Surat","21.142987","72.7926914"
"ChIJEfHA1gVS4DsRJef0CE5KHHo","Nayara Petrol Pump - Sai Sanskriti Autofuel","opp. E Space, VIP Road, Vesu, Surat","21.1440757","72.7946738"
"ChIJ-xBrM-JT4DsRyCEPt4x1SLU","Shell Petrol Pump","beside Metro Cash & Carry, VIP Road, Surat","21.144716","72.80188799999999"
"ChIJz_3UBgBR4DsRdy5Z2yJ_Ps8","petrol Pump","4R8C+GP5, Dundi, Surat","21.1162677","72.8218581"
"ChIJFYer3zxT4DsRnIBDZpbOxZg","Indian Oil petrol pump","4QRF+4G8, VIP Road, Vesu, Surat","21.1402912","72.7738157"
"ChIJD8-0gWZR4DsRrr51UUMo6U8","J D PETROLEUM","Sarvay No 85, 1 VILLAGE TANKOLI, Old, JALAPUR, Surat","21.1261332","72.826366"
"ChIJ4YNrHbWBXjkRA9oFj8kRcXo","IndianOil","Survey No 134, T P No 63, Vadod, Udhana, Surat","21.1269164","72.828983"
"ChIJIy8SscFN4DsRWdcNMeahzOk","Umang Petroleum,Nayara Petrol Pump","near tirupati circle, Essar petrol pump, near tirupati circle, Vadod, Surat","21.1318325","72.82752529999999"
"ChIJk1MZ7s1R4DsRokB0OEDP9LM","Hindustan Petroleum Corporation Limited","FP No 66/A, Vadod, Majura, Surat","21.131978","72.82760499999999"
"ChIJp13zteVR4DsRZ3B3qZ882rQ","Dipak Oil Mill","228,mani nagar, New Bamroli Road, Pandesara, Surat","21.143752","72.820504"
"ChIJ23Q6eOpR4DsRTyqWLXumbIM","Vishat Cng Pump","G-2, New Bamroli Road, Milan Point, Opposite Slok Residency, Bamroli Char Rasta, Jay Ambey Society, Pandesara, Udhana, Surat","21.1337033","72.82797099999999"
"ChIJYb_Sps9R4DsRopm3VRdWyGE","Nema Bhana Petroleum - Bharat Petroleum-BPCL","Block no 292, opp. Shlok Arcade, Bamroli Char Rasta, Surat","21.1389133","72.826555"
"ChIJXfnbjeVb4DsRDg5_Za8hrOU","Lucky Filling Station","char rasta, Palsana","21.0875101","72.9773359"
"ChIJ408ZeeZb4DsR5FKbVHNnuEo","M/S KESHARINANDAN PETROLEUM PALSANA","Palsana","21.0856048","72.97579309999999"
"ChIJzdOYTWpb4DsRslcIIIBzxUY","Nayara suryajyot","near PALSANA, NH ,53, near PALSANA, Taraj","21.0866621","72.9616473"
"ChIJzxbvSqRb4DsR2XhSFJYl2dc","Italva Petroleum","Survey no.14, AA, Sachin - Palsana Road, Sachin, Surat","21.0853111","72.9648543"
"ChIJg18mCgBb4DsRfmQmvk9jdho","Nikhil Kumar","3XM7+MRH, Palsana","21.0841966","72.9646166"
"ChIJfbJfoEBb4DsR0WkXZiWUhOA","Shreeji Acetelein compny Unit-2","3XP8+X47, Surat","21.0874181","72.9652912"
"ChIJH2DM5wRb4DsRrQ1Bqq0RNnE","BHARAT PETROLEUM","3XP8+5C2, Palsana","21.0854892","72.96565"
"ChIJmc8dz9xb4DsRlBZ2tTM5Om0","Maniar Petroleum BP","N.H. No. 6, Block No.19, Sachin Palsana Road, Palsana, Chokdi, Patia, Italva","21.0863477","72.96575419999999"
"ChIJKyuJ3eVb4DsR-1YWVJX84HM","CNG Pump","Gayatri Complex, Palsana","21.0865469","72.9760781"
"ChIJZdA4gBxb4DsRurDdBvvTfvE","IndianOil","Ground Floor NH 48, Palsana","21.0872098","72.9775085"
"ChIJPydQLABb4DsRE5xdkderTSc","Indane gas office palsana","3XQH+M73, Kadodra - Antapur Road, Isroli, Palsana","21.0889453","72.9781833"
