place_id,name,address,latitude,longitude
"ChIJxw4mNcSZyzsRU2_7AAatWdg","IndianOil","No 3/5/1089, 16, Narayanguda Road, Narayanguda, Hyderabad","17.3962932","78.49100589999999"
"ChIJoZWbNLiZyzsRks_dtBUW-4Q","IndianOil","MCH No 3/4/897/2, Barkatpura, Narayanguda, Hyderabad","17.3949391","78.500588"
"ChIJAQAArCyYyzsRy5doyY1OCOs","IndianOil","8/28/5, No 4, RM Road, Putlibowli, Hyderabad","17.3812699","78.482693"
"ChIJK99eouOZyzsRZvKjUaz0acg","Hindustan Petroleum Corporation Limited","No 1/2/597/30, opposite P VKT Reddy, Indira Park Road, Hyderabad","17.4112","78.482933"
"ChIJUax_8WGXyzsRFh8loijfgPU","Hindustan Petroleum Corporation Limited","No 59, Basheer Bagh, Hyderabad","17.3995659","78.47459549999999"
"ChIJG4vNiWeXyzsRmb4VtbXTr3E","Hindustan Petroleum Corporation Limited","No 6, opposite IGP Office, 1/69/1, Saifabad, Khairtabad, Hyderabad","17.40341","78.46567999999999"
"ChIJi_xvH2iXyzsRDbdtGjM1B6w","Hindustan Petroleum Corporation Limited","Lakdi-Ka-Pul Railway Station, Lakdikapul, Hyderabad","17.4032419","78.46249660000001"
"ChIJLfT6JWiXyzsR1aX1dM6MNuY","Hindustan Petroleum Corporation Limited","Door No 6/2, 29/1, AC Guards, Masab Tank, Hyderabad","17.40288","78.46173"
"ChIJufNi_0KXyzsROWkMV3YtvX0","IndianOil","Ground Floor, Wooden Bridge, adjacent Nirankari Bhawan, Saifabad, Hyderabad","17.405803","78.4609469"
"ChIJt6QcmHyXyzsRBm9QeeXhep4","BPCL - Nampally Petrol & Auto Service Station","5-4-418, Srinagar - Kanyakumari Highway, Abids South, Nampally, Hyderabad","17.3906151","78.47029119999999"
"ChIJF7u4O3uXyzsRRDPu5Wm36KI","Hindustan Petroleum Corporation Limited","Mosque, opposite Ek Minar, 11/6/314, Nampally Station Road, Hyderabad","17.3909657","78.4676743"
"ChIJgVxjcNaZyzsRmHireNEvi5Y","IndianOil","409, GTK, D No 4/1, 13011, Street Number 5, Hyderabad","17.387311","78.4772964"
"ChIJKw5KCtaZyzsRuWG8Nmg436Y","Bharat Petroleum, Petrol Pump -Auto Lines,","Jawaharlal Nehru Road, Hyderabad","17.3866511","78.4764885"
"ChIJ03-3m_aZyzsRuw7vwiOWOfU","IndianOil","No 6, Prithvi darpan apartment, behind Marriot Hotel, 6/114/1, Kavadiguda Road, Bhagyalaxmi Nagar, Kavadiguda, Hyderabad","17.4244168","78.4917897"
"ChIJF6uhG7iZyzsRsNvsEIWgNI8","Hindustan Petroleum Corporation Limited","No 3/4/877, Barkatpura, Hyderabad","17.3941911","78.4984463"
"ChIJlzO5V9WZyzsRCFPB_gynFyQ","IndianOil","Ground Floor, Goshamahal, Hyderabad","17.3817514","78.4722742"
"ChIJ____P4KXyzsRH6cjD92G5n4","IndianOil","Ground Floor, Goshamahal, Hyderabad","17.37779919999999","78.47131399999999"
"ChIJe8xescqQyzsRLITXus0uR-E","IndianOil","D No 6, 3/654/B, Road Number 1, Banjara Hills, Hyderabad","17.4263641","78.4514373"
"ChIJR8YOtjOYyzsR2RhmIC6Cml0","SUPERGAS Auto LPG Station - Crown Metro Enterprises","16-6-33/1 & 2, Chaderghat road, Hyderabad","17.3776259","78.489419"
"ChIJees8jK-ZyzsRSR6Pv06qwas","IndianOil","No 2/2/1075/25G, Shivam Road, Tilak Nagar, New Nallakunta, Hyderabad","17.3937283","78.5108964"
"ChIJW8ZCriuWyzsRe8Q1XEBX_f4","IOC Petrol Pump","8CMG+VC9, Inner Ring Road, Vivekananda Nagar, Shivarampally Jagir","17.3346614","78.42612059999999"
"ChIJK1tBcaO9yzsRsl-n77arfzw","IOCL - Moula Service Station","S No 62, Gaganpahad, Rajendranagar mandal, Budwel","17.3027599","78.42048419999999"
"ChIJxes_MdiXyzsRovT5HcYEkC8","Hindustan Petroleum Corporation Limited","Ground Floor, Bangalore Road, Hasan Nagar, Hyderabad","17.3346545","78.4421272"
"ChIJza8ysDWWyzsRLmNROtJ4rfM","SUPERGAS Auto LPG Station - Go Green Enterprises","4-11-93/1/A, Chintalmet, Beside Patel Dairy Farm, Hyderabad","17.3521889","78.4261238"
"ChIJg-FrMdiXyzsRELWxphFRJvo","IndianOil","Bahadurpura - Aramghar Road, Meersagar, Tad Bun, Hyderabad","17.3405954","78.4503019"
"ChIJ1SkAnEyWyzsRTjs42ak0kZE","IndianOil","Ground Floor, Upperpally","17.3570049","78.4231226"
"ChIJpWJdCMKXyzsREBEMHoWwnls","Hindustan Petroleum Corporation Limited","opposite Zoo Park, H No 19/2/212, Bahadurpura, Hyderabad","17.3502303","78.4524804"
"ChIJr1xuJrC9yzsRJfEXBGEe4kY","Hindustan Petroleum Corporation Limited","Survey No 218, National Highway 44, Gaganpahad","17.29455","78.41816"
"ChIJIxvAu0a9yzsRyaO_bRrowow","IndianOil","Sy No 83, Rajendra Nagar, Mailardevpally, Hyderabad","17.3148473","78.45905599999999"
"ChIJFUEWOrGXyzsRP1WV3ntwQ0w","SUPERGAS Auto LPG Station","No: 19-5-128/1, NM Guda, Hyderabad","17.3617501","78.43731009999999"
"ChIJu4y7BbmXyzsRBIKK43uVpUY","IndianOil","No 19, 5/28/12/2/A, Kishan Bagh, Hyderabad","17.3594019","78.4444055"
"ChIJr7f9mLOjyzsRvwnFh-ANqLY","IndianOil","S No 187, 2, Bandlaguda Road, Vattepally, Mailardevpally","17.3155929","78.4652083"
